FIPS,State,County,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,DIRSALES07,DIRSALES12,PCH_DIRSALES_07_12,PC_DIRSALES07,PC_DIRSALES12,PCH_PC_DIRSALES_07_12,FMRKT09,FMRKT16,PCH_FMRKT_09_16,FMRKTPTH09,FMRKTPTH16,PCH_FMRKTPTH_09_16,FMRKT_SNAP16,PCT_FMRKT_SNAP16,FMRKT_WIC16,PCT_FMRKT_WIC16,FMRKT_WICCASH16,PCT_FMRKT_WICCASH16,FMRKT_SFMNP16,PCT_FMRKT_SFMNP16,FMRKT_CREDIT16,PCT_FMRKT_CREDIT16,FMRKT_FRVEG16,PCT_FMRKT_FRVEG16,FMRKT_ANMLPROD16,PCT_FMRKT_ANMLPROD16,FMRKT_BAKED16,PCT_FMRKT_BAKED16,FMRKT_OTHERFOOD16,PCT_FMRKT_OTHERFOOD16,VEG_FARMS07,VEG_FARMS12,PCH_VEG_FARMS_07_12,VEG_ACRES07,VEG_ACRES12,PCH_VEG_ACRES_07_12,VEG_ACRESPTH07,VEG_ACRESPTH12,PCH_VEG_ACRESPTH_07_12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,PCH_FRESHVEG_FARMS_07_12,FRESHVEG_ACRES07,FRESHVEG_ACRES12,PCH_FRESHVEG_ACRES_07_12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,PCH_FRESHVEG_ACRESPTH_07_12,ORCHARD_FARMS07,ORCHARD_FARMS12,PCH_ORCHARD_FARMS_07_12,ORCHARD_ACRES07,ORCHARD_ACRES12,PCH_ORCHARD_ACRES_07_12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,PCH_ORCHARD_ACRESPTH_07_12,BERRY_FARMS07,BERRY_FARMS12,PCH_BERRY_FARMS_07_12,BERRY_ACRES07,BERRY_ACRES12,PCH_BERRY_ACRES_07_12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,PCH_BERRY_ACRESPTH_07_12,SLHOUSE07,SLHOUSE12,PCH_SLHOUSE_07_12,GHVEG_FARMS07,GHVEG_FARMS12,PCH_GHVEG_FARMS_07_12,GHVEG_SQFT07,GHVEG_SQFT12,PCH_GHVEG_SQFT_07_12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,PCH_GHVEG_SQFTPTH_07_12,FOODHUB16,CSA07,CSA12,PCH_CSA_07_12,AGRITRSM_OPS07,AGRITRSM_OPS12,PCH_AGRITRSM_OPS_07_12,AGRITRSM_RCT07,AGRITRSM_RCT12,PCH_AGRITRSM_RCT_07_12,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13
13179,GA,Liberty,2,11,450,3.225806452,23.91304348,,1.286173633,,4,,,0.061172368,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,2,100,,,,,,,1,0,-100,,0,,,0,,6,4,-33.33333333,8,34,325,0.125572926,0.519965132,314.0742327,1,3,200,,,,,,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,1,0,-100,,0,,0,0
13181,GA,Lincoln,3,2,-33.33333333,1.507537688,1.333333333,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,2,100,,,,,,,1,0,-100,,0,,,0,,8,9,12.5,24,171,612.5,2.940816076,22.06736353,650.3823074,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,0,3,,0,,,0,1
13183,GA,Long,0,4,,0,5.970149254,0,0.130027739,0,15,,0,0.928160386,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,2,-33.33333333,,,,,,,3,2,-33.33333333,,,,,,,2,2,0,,,,,,,6,5,-16.66666667,109,91,-16.51376147,8.803812293,5.630839676,-36.04089355,0,0,0,0,0,,0,0,,0,0,,0,0,0,,1,0,-100,,0,,0,
13185,GA,Lowndes,24,29,20.83333333,5.106382979,7.055961071,0.593888839,0.154102992,131,48,-63.35877863,1.287443981,0.418267848,-67.51176328,0,3,,0,0.026171616,,1,33.33333333,1,33.33333333,1,33.33333333,1,33.33333333,2,66.66666667,3,100,3,100,1,33.33333333,3,100,34,14,-58.82352941,1612,652,147.2392638,15.84244044,14.04682857,-11.3341873,34,14,-58.82352941,1612,619,-61.60049628,15.84244044,5.39391246,-65.95276795,70,70,0,1005,1785,77.6119403,9.876955736,15.55433561,57.48107032,9,6,-33.33333333,56,23,-58.92857143,0.550357733,0.200420011,-63.58368407,0,0,0,0,0,,0,0,,0,0,,0,0,7,,8,8,0,,57000,,0,1
13187,GA,Lumpkin,4,6,50,1.369863014,2.727272727,0.11266567,0.013344517,55,7,-87.27272727,1.948420009,0.227961051,-88.3002099,0,1,,0,0.031801558,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,12,1100,,18,,,,,1,11,1000,,,,,,,13,7,-46.15384615,80,55,-31.25,2.834065467,1.791122545,-36.80024099,7,5,-28.57142857,29,6,-79.31034483,1.027348732,0.195395187,-80.98063679,0,0,0,0,3,,0,2001,,0,65.16429479,,0,0,7,,1,5,400,,,,0,0
13189,GA,McDuffie,5,10,100,2.34741784,4.807692308,0.036106876,0.169156019,9,47,422.2222222,0.418079621,2.170399446,419.1354319,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,10,100,23,7,228.5714286,1.068425698,1.062110367,-0.591087509,5,10,100,23,7,-69.56521739,1.068425698,0.323250981,-69.74511359,17,10,-41.17647059,255,56,-78.03921569,11.84558926,2.58600785,-78.16902314,3,0,-100,6,0,-100,0.278719747,0,-100,2,2,0,0,0,,0,0,,0,0,,0,0,1,,1,4,300,,,,0,0
13191,GA,McIntosh,5,8,60,8.620689655,14.28571429,1.151315789,1.594079135,7,56,700,0.513836893,4.047997687,687.7981784,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,5,150,,6,,,,,2,5,150,,6,,,0.433714038,,1,3,200,,,,,,,2,5,150,,317,,,22.91455833,,0,0,0,1,0,-100,,0,,,0,,0,0,0,,0,7,,0,10000,,0,0
13193,GA,Macon,13,10,-23.07692308,3.869047619,3.584229391,0.01143467,0.045795243,18,79,338.8888889,1.249826413,5.525248286,342.0812546,1,1,0,0.074985003,0.074349442,-0.847583643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,-55.55555556,1271,661,92.28441755,88.25163172,88.89355155,0.727374458,17,8,-52.94117647,,,,,,,56,40,-28.57142857,4059,4825,18.87164326,281.8358561,337.4597846,19.73628523,5,4,-20,,,,,,,1,0,-100,0,1,,0,,,0,,,0,1,0,-100,23,5,-78.26086957,76000,17000,-77.63157895,0,0
13195,GA,Madison,34,55,61.76470588,4.409857328,7.382550336,0.156165706,0.09048204,220,193,-12.27272727,7.956888133,6.881551736,-13.51453456,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,18,15,-16.66666667,66,47,40.42553191,2.38706644,2.35327676,-1.415531627,18,15,-16.66666667,66,45,-31.81818182,2.38706644,1.604506882,-32.78331702,17,23,35.29411765,58,101,74.13793103,2.097725053,3.601226556,71.67295355,3,13,333.3333333,,8,,,0.285245668,,0,0,0,3,3,0,,53610,,,1911.502532,,0,5,10,100,10,7,-30,138000,422000,205.7971014,0,1
13197,GA,Marion,14,13,-7.142857143,7.567567568,6.403940887,0.118531458,0.07673195,38,21,-44.73684211,4.603270745,2.404396611,-47.76764731,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,19,12,-36.84210526,595,348,70.97701149,72.07752877,68.12457064,-5.484314174,19,11,-42.10526316,595,342,-42.5210084,72.07752877,39.15731624,-45.67333689,7,7,0,122,85,-30.32786885,14.77892187,9.73208152,-34.14890742,0,0,,0,0,,0,0,,1,1,0,0,0,,0,0,,0,0,,0,0,1,,8,25,212.5,29000,64000,120.6896552,0,0
13199,GA,Meriwether,13,14,7.692307692,2.974828375,4.745762712,0.397289086,1.242837543,34,154,352.9411765,1.510708256,7.225975976,378.3171039,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,7,5,-28.57142857,27,5,440,1.199680085,1.266891892,5.602477477,7,5,-28.57142857,27,5,-81.48148148,1.199680085,0.23460961,-80.44398565,20,18,-10,760,633,-16.71052632,33.76877277,29.70157658,-12.04425231,7,4,-42.85714286,13,5,-61.53846154,0.577623745,0.23460961,-59.38366251,0,0,0,0,1,,0,,,0,,,0,0,2,,8,10,25,,364000,,0,0
13201,GA,Miller,8,8,0,3.755868545,4.371584699,0.174158626,0.041556208,74,29,-60.81081081,12.08360549,4.862508384,-59.75945765,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,5,66.66666667,,,,,,,3,5,66.66666667,,,,,,,23,12,-47.82608696,315,226,-28.25396825,51.4369693,37.89403085,-26.32919208,3,1,-66.66666667,5,,,0.81645983,,,0,0,0,0,0,,0,0,,0,0,,0,0,1,,1,0,-100,,0,,0,1
13205,GA,Mitchell,16,8,-50,3.628117914,1.805869074,0.069140263,0.011517088,173,32,-81.50289017,7.21615083,1.385221419,-80.80387382,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,24,22,-8.333333333,5990,5273,13.59757254,249.8540085,259.2961344,3.779057184,19,22,15.78947368,5795,,,241.7201969,,,86,101,17.44186047,7815,13868,77.45361484,325.978143,600.3203325,84.15968842,1,5,400,,3,,,0.129864508,,0,0,0,0,0,,0,0,,0,0,,0,4,4,0,1,9,800,,,,0,1
13207,GA,Monroe,6,13,116.6666667,2.941176471,7.103825137,0.151879159,0.187612232,55,70,27.27272727,2.13791495,2.617801047,22.44645407,0,1,,0,0.036621988,,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,2,4,100,,5,,,,,2,4,100,,,,,,,10,5,-50,42,18,-57.14285714,1.632589598,0.673148841,-58.76803077,1,8,700,,13,,,0.486163052,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,3,5,66.66666667,,11000,,0,
13209,GA,Montgomery,9,5,-44.44444444,3.947368421,2.183406114,0.371892738,0.042016807,38,6,-84.21052632,4.141689373,0.673400673,-83.74091795,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,7,10,42.85714286,572,764,-25.13089005,62.34332425,64.19753086,2.974186308,7,9,28.57142857,572,,,62.34332425,,,39,41,5.128205128,974,1256,28.95277207,106.1580381,140.9652076,32.78806776,0,3,,0,24,,0,2.693602694,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,6,6,0,27000,11000,-59.25925926,0,0
13211,GA,Morgan,24,24,0,3.652968037,4.195804196,0.033395951,0.089353354,24,92,283.3333333,1.359927471,5.159842961,279.4204524,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,6,20,4,8,-50,0.226654578,0.224340998,-1.020751542,5,6,20,4,8,100,0.226654578,0.448681997,97.95849692,13,14,7.692307692,39,55,41.02564103,2.20988214,3.084688727,39.58611962,5,10,100,9,7,-22.22222222,0.509972801,0.392596747,-23.01614009,0,0,0,0,0,,0,0,,0,0,,0,3,2,-33.33333333,8,18,125,833000,,,0,1
13213,GA,Murray,11,12,9.090909091,3.571428571,3.75,0.145687646,0.043178441,75,34,-54.66666667,1.86855349,0.863382428,-53.79407483,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4,5,25,214,100,114,5.331605959,5.434230574,1.924834942,4,5,25,214,100,-53.27102804,5.331605959,2.539360081,-52.37157246,1,4,300,,,,,,,1,1,0,,,,,,,0,1,,0,0,,0,0,,0,0,,0,2,0,-100,6,14,133.3333333,29000,45000,55.17241379,0,1
13215,GA,Muscogee,3,0,-100,6.976744186,0,3.03030303,0,4,0,-100,0.021656272,0,-100,1,2,100,0.005251715,0.010127351,92.83894979,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1,50,1,50,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,0,-100,4,0,-100,0.021656272,0,-100,4,1,-75,7,,,0.037898475,,,1,0,-100,0,0,,0,0,,0,0,,0,0,0,,1,1,0,,,,0,0
13217,GA,Newton,18,20,11.11111111,5.882352941,7.01754386,,,,321,,,3.175074184,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,11,266.6666667,19,51,-62.74509804,0.19853917,0.18793274,-5.34223541,3,11,266.6666667,19,51,168.4210526,0.19853917,0.504451039,154.0813681,9,7,-22.22222222,37,34,-8.108108108,0.386628909,0.336300692,-13.0171893,9,4,-55.55555556,18,9,-50,0.18808974,0.089020772,-52.67111771,2,2,0,1,2,100,,,,,,,0,7,1,-85.71428571,5,8,60,,30000,,0,1
13219,GA,Oconee,17,36,111.7647059,4.047619048,9.6,0.220471257,0.392204761,176,289,64.20454545,5.722646724,8.617604962,50.58775034,0,2,,0,0.054291764,,0,0,0,0,0,0,0,0,2,100,2,100,2,100,2,100,2,100,12,18,50,32,39,-17.94871795,1.040481223,0.954198473,-8.292581107,12,18,50,32,,,1.040481223,,,16,14,-12.5,161,116,-27.95031056,5.234921151,3.458969466,-33.92508949,5,10,100,15,29,93.33333333,0.487725573,0.864742366,77.30100986,0,0,0,1,0,-100,,0,,,0,,0,0,5,,5,6,20,,260000,,0,0
13221,GA,Oglethorpe,15,30,100,3.144654088,7.389162562,0.015048184,0.057548224,25,104,316,1.738283966,7.124263598,309.8446363,0,1,,0,0.067019637,,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,6,14,133.3333333,12,38,-68.42105263,0.834376304,0.822030415,-1.479654747,6,14,133.3333333,12,38,216.6666667,0.834376304,2.603096315,211.9810933,13,5,-61.53846154,56,41,-26.78571429,3.893756084,2.808603918,-27.86903294,6,4,-33.33333333,6,5,-16.66666667,0.417188152,0.342512673,-17.89971229,0,0,0,2,1,-50,,,,,,,0,6,3,-50,7,5,-28.57142857,38000,,,0,1
13223,GA,Paulding,4,17,325,2.209944751,11.97183099,0.017623216,0.151231456,3,21,600,0.022870735,0.144846566,533.3271256,0,2,,0,0.012834911,,0,0,0,0,0,0,0,0,2,100,2,100,2,100,2,100,2,100,3,6,100,3,8,-62.5,0.022870735,0.020692367,-9.52469634,3,6,100,3,,,0.022870735,,,2,0,-100,,0,,,0,,3,7,133.3333333,2,25,1150,0.015247156,0.172436388,1030.941296,0,0,0,0,1,,0,,,0,,,0,1,0,-100,3,0,-100,,0,,0,
13225,GA,Peach,17,20,17.64705882,7.981220657,10.52631579,0.475687104,0.361383583,99,112,13.13131313,3.740507047,4.07672988,8.988696708,0,1,,0,0.037516413,,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0,10,2,-80,43,,,1.624664677,1.565173079,-3.661777017,10,2,-80,43,,,1.624664677,,,66,48,-27.27272727,10012,11341,13.27407111,378.2823894,412.8052997,9.126227212,5,5,0,8,17,112.5,0.302263196,0.618789357,104.7187238,0,0,0,0,0,,0,0,,0,0,,0,0,0,,2,9,350,,,,0,0
13227,GA,Pickens,15,13,-13.33333333,4.504504505,4.961832061,0.139406487,0.100502513,101,73,-27.72277228,3.471386836,2.488664644,-28.30921008,0,1,,0,0.032433835,,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,16,15,-6.25,32,51,-37.25490196,1.099845334,1.090921488,-0.811372857,16,15,-6.25,32,51,59.375,1.099845334,1.738656121,58.08187451,9,6,-33.33333333,21,20,-4.761904762,0.721773501,0.68182593,-5.534640816,11,2,-81.81818182,8,,,0.274961334,,,0,0,0,2,0,-100,,0,,,0,,0,2,2,0,5,3,-40,19000,129000,578.9473684,0,1
13229,GA,Pierce,18,15,-16.66666667,4.176334107,4.213483146,0.154006243,0.034182722,37,22,-40.54054054,2.063235376,1.167108753,-43.43307764,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,17,24,41.17647059,66,60,10,3.680365806,3.50132626,-4.864721485,17,24,41.17647059,66,,,3.680365806,,,126,119,-5.555555556,1529,1823,19.22825376,85.26180784,96.71087533,13.42813128,10,27,170,566,760,34.27561837,31.56192494,40.31830239,27.74348352,1,1,0,0,0,,0,0,,0,0,,0,1,0,-100,1,4,300,,3000,,0,1
13231,GA,Pike,16,22,37.5,4.081632653,7.432432432,1.410173394,2.085590466,196,231,17.85714286,11.38211382,12.98701299,14.10018553,0,2,,0,0.111476506,,0,0,0,0,0,0,0,0,1,50,2,100,1,50,2,100,2,100,10,6,-40,35,24,45.83333333,2.032520325,1.96772924,-3.18772137,10,6,-40,35,24,-31.42857143,2.032520325,1.349300051,-33.61443751,26,32,23.07692308,447,221,-50.55928412,25.95818815,12.42480463,-52.13531638,9,4,-55.55555556,20,6,-70,1.161440186,0.337325013,-70.95631641,0,0,0,0,1,,0,,,0,,,0,5,1,-80,4,10,150,,66000,,0,
13233,GA,Polk,23,15,-34.7826087,6.336088154,4.249291785,0.126858057,0.139589209,46,49,6.52173913,1.127755032,1.191837132,5.682271238,0,1,,0,0.023937189,,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,4,12,200,22,38,-42.10526316,0.539361102,0.535110549,-0.788071899,4,10,150,22,12,-45.45454545,0.539361102,0.291878481,-45.88440285,9,6,-33.33333333,15,17,13.33333333,0.367746206,0.413494515,12.44018518,10,3,-70,7,7,0,0.171614896,0.170262447,-0.788071899,0,0,0,0,0,,0,0,,0,0,,0,1,6,500,7,10,42.85714286,103000,42000,-59.22330097,0,0
13235,GA,Pulaski,17,12,-29.41176471,8.947368421,6.818181818,0.767236362,0.077398365,145,59,-59.31034483,12.6692879,5.047912389,-60.15630532,0,2,,0,0.177761977,,0,0,2,100,1,50,0,0,0,0,1,50,1,50,1,50,1,50,14,9,-35.71428571,694,1958,-64.55566905,60.63783311,59.37713895,-2.079055441,14,5,-64.28571429,694,,,60.63783311,,,17,21,23.52941176,2984,3109,4.189008043,260.7252075,265.9993155,2.022860802,2,0,-100,,0,,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,3,4,33.33333333,17000,,,0,0
13237,GA,Putnam,9,2,-77.77777778,4.186046512,1.212121212,0.044229304,,18,,,0.865384615,,,0,1,,0,0.046561438,,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,2,0,-100,,0,,,,,2,0,-100,,0,,,0,,3,3,0,,6,,,0.283540475,,0,3,,0,1,,0,0.047256746,,0,0,0,0,3,,0,60,,0,2.835404754,,0,2,0,-100,0,3,,0,277000,,0,0
13239,GA,Quitman,0,0,,0,0,,,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,-100,,0,,,,,1,0,-100,,0,,,0,,2,4,100,,14,,,5.82847627,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,1,1,0,,,,0,0
13241,GA,Rabun,15,14,-6.666666667,12.39669421,12.28070175,,0.554354975,,118,,,7.235712534,,0,2,,0,0.12078024,,1,50,0,0,0,0,0,0,1,50,2,100,2,100,2,100,2,100,9,9,0,,,,,,,9,9,0,,,,,,,10,11,10,77,117,51.94805195,4.722188152,7.174392936,51.92941716,10,10,0,29,28,-3.448275862,1.778486447,1.716948737,-3.460116888,1,0,-100,4,4,0,13000,26210,101.6153846,797.2525451,1607.186657,101.5906587,0,3,0,-100,2,3,50,,,,0,1
13243,GA,Randolph,0,3,,0,1.52284264,0,,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,13,11,-15.38461538,669,741,10.76233184,86.23356535,101.381858,17.56658509,0,1,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,6,7,16.66666667,36000,,,0,0
13245,GA,Richmond,6,5,-16.66666667,3.896103896,4.06504065,0.311284047,0.0999001,4,2,-50,0.020357995,0.009908348,-51.32945256,2,3,50,0.010011613,0.014877484,48.60226039,1,33.33333333,1,33.33333333,1,33.33333333,0,0,2,66.66666667,2,66.66666667,2,66.66666667,2,66.66666667,2,66.66666667,10,10,0,38,19,100,0.193400956,0.188258608,-2.658905128,10,10,0,38,19,-50,0.193400956,0.094129304,-51.32945256,8,15,87.5,25,84,236,0.127237471,0.416150607,227.0660788,3,6,100,,6,,,0.029725043,,1,1,0,0,2,,0,,,0,,,0,0,0,,4,1,-75,2000,,,0,1
13247,GA,Rockdale,8,13,62.5,7.407407407,12.62135922,,5.625,87,27,-68.96551724,1.059089913,0.315287963,-70.23029309,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,5,150,,11,,,,,2,5,150,,11,,,0.128450652,,4,8,100,4,47,1075,0.048693789,0.548834602,1027.114181,0,4,,0,2,,0,0.023354664,,0,0,0,0,0,,0,0,,0,0,,1,0,2,,0,7,,0,26000,,0,
13249,GA,Schley,0,2,,0,2.173913043,0,,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,3,0,,,,,,,3,3,0,,,,,,,15,7,-53.33333333,232,263,13.36206897,50.42382091,52.76886035,4.650657968,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,7,12,71.42857143,103000,71000,-31.06796117,0,0
13251,GA,Screven,17,16,-5.882352941,4.057279236,4.651162791,0.390370852,0.138092522,114,92,-19.29824561,7.669021191,6.477960851,-15.53079996,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,11,8,-27.27272727,207,56,269.6428571,13.92532795,14.57541191,4.668356569,11,8,-27.27272727,207,,,13.92532795,,,39,27,-30.76923077,2233,2140,-4.164800717,150.2186344,150.6830024,0.309128105,0,2,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,1,1,0,13,10,-23.07692308,260000,71000,-72.69230769,0,
13253,GA,Seminole,5,0,-100,2.747252747,0,0.081113122,0,39,0,-100,4.431818182,0,-100,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,11,5,-54.54545455,1900,1422,33.61462729,215.9090909,213.4351831,-1.14580993,9,2,-77.77777778,,,,,,,9,19,111.1111111,901,1736,92.67480577,102.3863636,195.0123568,90.46711871,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,2,0,-100,2,1,-50,,,,0,0
13255,GA,Spalding,6,23,283.3333333,1.729106628,8.914728682,,0.649226656,,34,,,0.533500706,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4,12,200,2,24,-91.66666667,0.031907087,0.031382394,-1.644437471,4,9,125,2,,,0.031907087,,,17,9,-47.05882353,40,,,0.638141731,,,2,2,0,,,,,,,0,0,0,0,3,,0,1020,,0,16.00502118,,0,5,0,-100,2,3,50,,,,0,
13257,GA,Stephens,13,17,30.76923077,6.532663317,7.798165138,0.066752601,0.027604552,29,22,-24.13793103,1.131928181,0.855332219,-24.4358226,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,3,,0,3,-100,0,0,,0,3,,0,,,0,,,4,6,50,,18,,,0.69981727,,1,6,500,,15,,,0.583181058,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,2,1,-50,,,,0,0
13259,GA,Stewart,6,0,-100,6.382978723,0,0.245468278,0,13,0,-100,2.284308557,0,-100,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,0,-100,,0,,,,,2,0,-100,,0,,,0,,12,7,-41.66666667,521,134,-74.28023033,91.54805834,21.94562725,-76.02829852,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,4,3,-25,,96000,,0,0
13261,GA,Sumter,18,15,-16.66666667,4.195804196,4.06504065,0.342448249,0.158919348,268,196,-26.86567164,8.124412647,6.192733017,-23.7762373,0,1,,0,0.032906644,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,23,20,-13.04347826,4571,3748,21.9583778,138.5697396,144.4233807,4.224328594,22,20,-9.090909091,,,,,,,46,36,-21.73913043,3726,3778,1.395598497,112.9535878,119.3680885,5.678881757,6,2,-66.66666667,20,,,0.606299451,,,0,0,0,0,0,,0,0,,0,0,,0,5,1,-80,16,9,-43.75,481000,166000,-65.48856549,0,1
13263,GA,Talbot,5,8,60,3.355704698,8.888888889,0.614124872,0.81300813,6,6,0,0.853970965,0.917711838,7.464056286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,2,-33.33333333,8,,,1.138627953,1.223615785,7.464056286,3,2,-33.33333333,8,,,1.138627953,,,11,9,-18.18181818,203,73,-64.03940887,28.89268432,11.16549403,-61.3552901,0,2,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,2,8,300,,19000,,0,0
13265,GA,Taliaferro,1,4,300,1.408450704,7.272727273,,0.236574403,,20,,,11.96172249,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,4,100,,5,,,,,2,4,100,,5,,,2.990430622,,0,2,,0,,,0,,,0,2,,0,,,0,,,0,0,0,0,4,,0,,,0,,,0,1,0,-100,1,3,200,,18000,,0,1
13267,GA,Tattnall,31,23,-25.80645161,5.263157895,4.07079646,0.067819439,0.100750976,143,238,66.43356643,6.099641699,9.405255878,54.19357959,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,40,28,-30,9253,7939,16.55120292,394.6852073,365.6589607,-7.354277811,40,28,-30,,,,,,,165,176,6.666666667,2502,2852,13.98880895,106.7224023,112.704999,5.605755269,6,7,16.66666667,22,22,0,0.938406415,0.869393401,-7.354277811,0,0,0,0,0,,0,0,,0,0,,0,0,0,,3,12,300,,17000,,0,0
13269,GA,Taylor,5,14,180,1.908396947,6.25,0.012519823,0.096758587,3,22,633.3333333,0.338294993,2.627806976,676.779742,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,9,6,-33.33333333,440,44,900,49.61659901,52.55613951,5.924510272,9,6,-33.33333333,440,44,-90,49.61659901,5.255613951,-89.40754897,11,12,9.090909091,,,,,,,4,3,-25,,5,,,0.597228858,,0,0,0,0,0,,0,0,,0,0,,0,3,0,-100,13,7,-46.15384615,67000,61000,-8.955223881,0,1
13271,GA,Telfair,6,8,33.33333333,1.993355482,2.666666667,0.236127509,0.310609776,18,19,5.555555556,1.129801657,1.162648391,2.907300888,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,21,7,-66.66666667,1063,88,1107.954545,66.72106452,65.04711786,-2.508872843,21,7,-66.66666667,1063,88,-91.7215428,66.72106452,5.384897809,-91.92923877,25,20,-20,882,466,-47.16553288,55.3602812,28.51548158,-48.49108248,0,0,,0,0,,0,0,,1,1,0,0,0,,0,0,,0,0,,0,3,0,-100,4,6,50,,,,0,1
13273,GA,Terrell,7,9,28.57142857,2.554744526,3.629032258,0.074121818,,23,,,2.370889599,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4,5,25,,111,,,,,4,5,25,,111,,,12.02209466,,20,17,-15,942,1243,31.95329087,97.1033914,134.6257988,38.64170635,0,2,,0,,,0,,,1,1,0,0,0,,0,0,,0,0,,0,0,1,,10,4,-60,22000,16000,-27.27272727,0,
13275,GA,Thomas,13,10,-23.07692308,2.680412371,2.457002457,0.159278385,0.105439732,95,88,-7.368421053,2.145971221,1.974821032,-7.975418675,1,1,0,0.021650645,0.022100424,2.077439887,0,0,0,0,0,0,0,0,1,100,1,100,1,100,0,0,1,100,17,9,-47.05882353,153,104,47.11538462,3.456143125,3.433495658,-0.655281524,17,9,-47.05882353,153,,,3.456143125,,,128,96,-25,4933,5199,5.392256234,111.4323793,116.6715289,4.70164025,14,3,-78.57142857,17,5,-70.58823529,0.384015903,0.11220574,-70.78096515,0,0,0,0,0,,0,0,,0,0,,0,6,0,-100,5,5,0,286000,635000,122.027972,0,1
